label	text
neutral	kostenlos amerikanisch - Demoversion / kostenloser Demo Sprachkurs vor die Kauf hier gratis testen %Link @card@ @card@
negative	%Smiley
neutral	Samsung Galaxy S4 i9500 i9505 Tasche Case Hülle Cover schal TPU Silikon Schwarz
neutral	"Amtsgericht Hamburg deckeln Anwaltskosten bei Abmahnung "" %Link"
neutral	Xbox @card@ | GTA V vereinen die gut Element aus alle Rockstar - Spiel|Spielen : unser Kollege ...
neutral	CityVille kostenlos : +100 Erfahrungspunkte %Link cityville news
neutral	"Sepatu moofeat , van es , nike , BM , dll . FREEONGKIR jabodetabek &amp; bandung hrg dr 150k %Link %User"
neutral	"%Link : "" früh SCler Ehret versterben %Link Fußball Transfermarkt"
neutral	Iran : Krieg in Syrien führen zu mehr Terrorismus : Teheran ( dpa ) - eine Militärschlag gegen Syrien lösen nach Eins ...
positive	Good girl hahah %PosSmiley %User
neutral	@card@ Once Upon a Time - es sein einmal ... - die komplett erst du Staffel [ 6 DVDs ] %Link gut DVD / BluRay
neutral	ich twittere in letzt zeit voll wenige fallen|fällen ich mal so auf %User @
positive	"die sein lecker aus ! schicken ich eine "" so fort "" %PosSmiley , sorry my grammar not good but as Long as you understand it"
neutral	" du müssen ich wohl vor 40 Jahr vergessen haben , sorry , Lou .  eine klasse Artikel von Karl Bruckmaier"
neutral	die rot Laterne halten die SV Wacker Burghausen schon einige Woche . an Mittwochabend sollen dies endlich ...
neutral	genau ! ich wissen alle ! fragen ich was ihr wollen ! HUA ! %PosSmiley !
positive	A golden Star was Born Today %User 🌟 %PosSmiley
neutral	Können Hotel überhaupt Familie glücklich machen ? überzeugen ihr selbst unter
neutral	Handy - Test LG Optimus G pro - groß Smartphone - Wurf mit klein Manko
negative	 ich können nicht schlafen wenn du da tv schauen  boah ernsthaft %PosSmiley
negative	keine Limit mehr !
neutral	"was , wenn die Mann dein Traum nicht von dies Welt sein ? sein mein Stern ! 15 . Okt Humor romantik %User"
positive	ohne Mielitz sein die Ergebnis hoch ausfallen . Mielitz für ich die gut Bremer heute. wobbre
positive	"ich ich auch , klein Kuschelchen %PosSmiley"
neutral	"Willkommen neu User ! :: RE : Moin aus Echem : Autor : Geronzen verfassen an : die , 15 Okt @card@ , @card@ ( GMT 1) Hal ..."
neutral	Streit um Suhrkamp Verlag : endlich klar Aussicht
positive	dies weg wierd keine leicht sein ! %PosSmiley %Link
neutral	"zeitloser Reply - Bearbeitungsklassiker "" Stern dran , erledigen "" ."
neutral	nicht at Work auf die Systemhauskongress : sicher E - Mail - Kommunikation nach PRISM nicht at Work PRISM
neutral	Sony stellen mini - Konsole PS Vita TV vor : die japanisch Elektronikkonzern machen die Apple TV Konkurr ... %Link IT News
neutral	"@card@ Philip SCD @card@ Avent ECO DECT Babyphone ( 2- Weg Kommunikation , Nachtlicht ) wissen , ETM Testmagazin Urtei ..."
positive	herzlich gleichfal ...
negative	mh %Link brauchen mal kurz meinungen %NegSmiley
neutral	%Link mein gratis Geschenk ! October @card@ @card@ at @card@ PM
neutral	Österreich : umfangreich Frequenzversteigerung abschließen %Link Frequenz Mobilfunk
neutral	sein eine eigen Buchungszeile . können ' s leider nicht mehr in Online - Banking einsehen aber in mein eigen XLS %User
neutral	sein er es nach die schulen auf twitter wirklich aktiv werden ... aher können ich es nicht wirklich beurteilen %PosSmiley sein alt %NegSmiley
positive	"umso mehr Respekt dafür . denken vorhin nur , du meinen mit mittler Alter ich . %PosSmiley"
neutral	"wer Apple kaufen , kaufen Apple . mehr stecken da nicht hinter ."
neutral	fast jede fünft Haushalt machen Pauschalurlaub
positive	MakeitSimple EvernoteWorld Challenge
neutral	"Preisabschlag @card@ Preis : @card@ Euro . Textilie : Eddie Bauer Dame Rock ( lang ) @card@ @card@ Gr. 38/40 ( M ) , Blau ( dk ..."
neutral	Frisch aus die topfen brot bread homemade
neutral	nach @card@ Minute sowieso aufhören Fußball zu spielen . wenn es gegen Dresden schief gehen werden die Presse anfangen Bujo anzuzählen
negative	die sehen noch schlimm aus als die Junge es aus mein klasse %PosSmiley
neutral	Eres el Schweinsteiger de mi Mannschaft .
negative	oh . die eröffnen ungeahnt Möglichkeit die inzüchtigen Verhalten sowie Ignoranz gegenüber die Followern .
positive	"%User schmecken aber total geil , sein immer froh wenn Leute er nicht probieren %NegSmiley"
neutral	"GTA V - Rockstar verlosen Sportwagen : es dauern nicht mehr lange , bis mit Grand Theft Auto V eine die meist er ..."
positive	"Gut 21 Lauf - km in Sack &amp; pünktlich zurück , um die Frankfurt Marathon zu verfolgen ."
neutral	Rieke Rasse : Mischling Geburtsdatum : ca. @card@ Aufnahme in TH : @card@ %PosSmiley . @card@ vermitteln an : 10 %PosSmiley . @card@ Rieke sein 6 Tag bei wir .
neutral	Müs mi ablenken aber ganz massiv wer chunnt mit kino Achtung fertig wk go lügen sg ?
neutral	"  love dösen not dominate ; it cultivates . "" - - Johann Wolfgang von Goethe """
neutral	Feinjersey Leopard - Muster grau %Link schön italienisch Ware !
neutral	"Einseitige , asymmetrisch Kommunikation ? - finden gut Bildung wichtig . Twitter können z. B. Blabla oder Nachrichtenquelle sein"
positive	"lauschen die Summe|Summen die Kühlschrank . ja , ich lieben du auch !"
neutral	"LURAH %User : RW "" aprilnichlany : Justwakeup """
neutral	mit eine Sieg gegen Schalk passieren etwas historisch
positive	"gut Morgen %PosSmiley "" sinnvoll Fehler "" ... schön Kombi ."
neutral	niemand sprechen . da werden fast 2 Ja ...
neutral	 [ Gerücht ] Zukünftige Apple - Kopfhörer bekommen flexibel Stecker 
neutral	"Feuerwehr Velbert Brand zweier Einfamilienhaus : Freitag , @card@ %PosSmiley . @card@ Einsatz : Brand zweier ..."
neutral	"I posted 27 Photo on Facebook in the Album "" Urlaubsgruß aus die Berg|Bergen """
negative	gruselig Aussicht : Frankenstein Sohn erschaffen !
neutral	Aktie Frankfurt Eröffnung : Dax leicht in Minus %Link ARIVA Börse
neutral	"Gutschein "" Lottohelden "" : los gehen es ! bei %Link spielen du günstig Lotto 6 aus @card@ online . wir vermitteln ..."
neutral	"Telekom Causa Schillerplatz : Anklage rechtskräftig "" %Link"
positive	%User nicht nur eins %PosSmiley
negative	"die Wetter ?! Macht kaputt , was ihr nachts wach liegen lassen !"
positive	groß Katastrophe %NegSmiley
neutral	die Blog | begeisternd Europa - Premiere in Hamburg
neutral	Aller gut Ding sein drei ? Jil Sander verlassen wieder Jil Sander . unser Gedanke dazu : %Link jilsand ...
neutral	"Frustabbau mit GTA V ? Nee , sowas funktionieren niemals ..."
negative	die ganz Tag mit verheulten Auge &amp; Träne|Tränen in die Auge rumlaufen &amp; mein Eltern merken einfach nichts . toll .
neutral	LG Optimus L1 II : neu Einsteiger - Smartphone von LG ankündigen : LG können nicht nur Highend . die haben die Herst ...
positive	Wochenteilergrüsse !
positive	doch keine weit Diskussion %PosSmiley
neutral	die betrüblich Auskunft für Ideologe alle Lager ist. dass sich nicht durch verallgemeinernd Theorie feststellen lassen 1 / ?
neutral	"turteln firewalker Christian Wiergowski posted in Kongress "" Medium und Heile aus Großbritannien "" : "" wie d ..."
negative	super Feature haben eig die @card@ mit smartglass damals schon haben müssen so sein SG eig voll überflüssig . schade : . (
neutral	Schwarzenbek TEMP @card@ °C ( abfallend ) Wind @card@ km / h - - - regen @card@ mm feuchten @card@ sonnen @card@ h mehr unter
negative	quatschen
neutral	Focus online - Artikel : Aufstand gegen die Papst %User
negative	andere ausreden zu lassen scheinen nicht die Stärke von Freitag Merkel zu sein . ganz schön patzig . TVDuell via %User
positive	"Respekt , Steinbrück bewegungjetzt"
neutral	"1 in Untertürkheim so : "" ach , da sein jetzt halt 1 mal nachts Krach , machen man halt die Fenster zu "" Hoho s21"
neutral	"rmk : 3 subvarianten Überwachung ( leider gerade nicht die merkel ) , 1 Droge , 1 Bildung , 1 grundeinkommen , fertig ."
positive	nichts gut einfallen ! %PosSmiley
neutral	"ebay : Leo print Kleid , Farbe : grau , one size . Club Wear &amp; Fetisch One Size toll Passform ."
positive	Hey %PosSmiley leute heute zuhause chillen und was gehen bei ihr ❤ %PosSmiley
neutral	hoffen keine Schwächeanfall .
negative	slowwwwwwwww
positive	"gut morgen %PosSmiley333 müssen ich jetzt schon fertig machen , für schulen %NegSmiley bis spät ♥"
neutral	links 2 3 4 links 2 3 4 links 2 3 4 ... ( Individualist auf die Weg zu neu Trend %PosSmiley
positive	me girl rest like likeit cool smile nice cute @ Platon
positive	"und was haben du noch für Macke ? %PosSmiley - ich sein hyperaktiv , launisch aber zu 80 % immer gut gelaunt , ... usw ..."
negative	Australien : Buschbrand bedrohen Sydney Vorort
neutral	Boom lesen dessert searcyschefs searcys gherkinkitchen
neutral	die Urteil in brutal Vergewaltigungsfall in Indien : schuldig . eine Zeichen für die indisch Nation. %Link ( ...
neutral	beben dmana %User
positive	Bushido sein einkaufen %PosSmiley %Link
positive	", , die heißen nicht Tatü Tata , sondern Bee Doh Bee Doh ! ` ` die Eltern dies Kind haben einige richtig machen ! Sandka ..."
negative	Schmerz laß nach ! %Link Gesundheit Medizin
neutral	you made my day ! - da wir gerade so schön plaudern : du haben mal eine BMFSFJ - Studie zu jung - Gleichstellung kritisieren . warum ?
positive	"heilen heil sagen man nicht , eine <UNKNOWN> geben es nicht , dein Wunsch können ich stehlen bleiben , ich gehen aufs Klo und mein speiben"
neutral	Einparken können die Aliens auch nicht ! schlefaz
neutral	Honda X 8 rs AF @card@ Frechen | zu Vekauf kommen mein Honda x 8 rs Modell Af @card@ die Roller sein in eine Einwandfr ...
neutral	Firefox 23 führen Sharing - Button ein und stopfen 13 Sicherheitslöcher - %Link it - business it onlinemarketing %User
neutral	Tatort | da sein er halt voll pissed %Link DerFreitag
neutral	Anteil reduzieren : Buffett verkaufen Tesco - Aktie
positive	"Okay , akzeptieren %PosSmiley"
neutral	Nick Howard spielen morgen in NYC . in DE sein eine Song von er in Radio eine toll Sache ! ...
neutral	"Besuch bei Max Rengli , die groß Schweizer Holzbauer - Aushängeschild Schweizer Präzisionsarbeit ."
neutral	"klein Google - Ausfall , groß Wirkung"
positive	"Amanda Bynes nicht mehr ganz so "" verrücken "" : Amanda Bynes gehen es gut Amanda Bynes beginnen ..."
neutral	"ich vebrauch normal keine 300 MB in Monat , daher ..."
positive	"die schwarz , edele Designer - Rock sehen nicht nur mit eine neu farbig Top gut aus : Rock von Claude Zana ♥ %Link ♥"
neutral	"DTN Germany : Nsa - Affäre : London setzen Guardian massiv unter Druck : die britisch Regierung drohen die "" Guardian ..."
neutral	toll Aussicht bei genial Wetter heute etwa 100 Meter über Hörde auf die Hochofen Phoenix - West . Dortmund Herbst
neutral	"Machen Sie ihr Geschäft praktisch von "" Niemandsland "" aus : %Link 31 %PosSmiley @card@"
neutral	"haben gerne eine Lungerhose , die bei Beinanwinkeln nicht halb bis zu Knie raufwandert . Hach , Utopia ."
neutral	dagegen helfen eine gut sozial Filter . if it ' s important it wollen finden you .
neutral	neu Beitrag : arm Google Server - Speicher %Link google - Server gronkh - videos sarazar - videos sarazarlp youtube - s
neutral	Verkehrsmeldung mit silberem BMW aus Aschheim von @card@ . @card@ Verkehrsunfall Unfallmeldung Unfall ID637
neutral	2:1 gegen Arsenal - kloppen feiern Tribüne - Party
neutral	Nsa - Affäre : britisch Premier stecken hinter Drohung gegen die Guardian
positive	"ganz genau die , obwohl er damals bei klauen haben %PosSmiley"
positive	%User zurecht !
neutral	Photo : alt Brücke on Flickr .
neutral	"Ohoven : Energiekosten senken , Steuerlast mindern , Bürokratie abbauen"
neutral	"Suizid , haben Depressive hier die Wahl ? Buchtip als kostenloser Download ."
neutral	"BMW R 65 G / S Seitendeckel , rechts : Bad Honnef | Seitendeckel , rechts , Gebrauchsspur , Lackmängel , keine Riss ..."
neutral	Konsumlust sein : warm duschen statt kalt baden .
neutral	Buchtip für lustig Frau . Nora wünschen sich eine Kind und die Chaos gehen los ... Humor lieb Kindle iPhone
neutral	22 Philip - TV mit Full - HD : Jena | dies klein Schmuckstueck suchen nach 4 Jahr äußerst gut Dienst du eine ...
neutral	 liebenswert Dreistigkeit  ? Chuzpe
neutral	Dank die %User noch mal öffentlich für die Design :
negative	manche Autofahrer gehören echt erschlagen ...
neutral	"neu Griechenland - Hilfe können laut EU - Kommissar Oettinger in "" klein zweistellig Milliardenbereich "" liegen ...."
negative	Ehm ... eh ... Wa ... was zu Hölle ! ernsthaft ! Gronkh Elektrotitte %User %Link
neutral	Quallitativ hochwertig Reifen und ...
positive	japanisch ausgründen
neutral	mit Fahrschule Karlsruhe sicher zu eigen Fühhrerschein
positive	HAHAHA gehen steil bruder %PosSmiley %PosSmiley Glückwunsch ! ( @YouTube
neutral	"nehmen du irgendetwas wahr , dass keine andere sehen ? - nope %PosSmiley %Link"
neutral	 die folgend Form die Perfekt II und Plusquamperfekt II kommen in die Umgangssprache vor . ihr Benutzung werden aber nicht empfehlen . 
neutral	auf die Suche nach sas Festplatte nicht verpassen ! %Link fb
neutral	Dannenbaum LLC Now Carries Berg|Bergen Engineered variabel Spring Hangers Dannenbaum LLC
neutral	"Pressemitteilung : NPD - Vorsitzende attackieren Gegenkundgebung , Polizei zerstören Transparent mit "" Sch ... %Link via ..."
neutral	wahrscheinlich nicht aber überdehnen oder so . wissen wir nach die Foto .
positive	bei Tinychatten die Laptop ausm Fenster rausheben . laufen bei ich .
positive	"Music Hindemitz oboe cool loveit sehr langsam wiezuerst Paul hindemitz , i love you !"
positive	gut Morgen süß * Knutschi geben und ankuschel * %PosSmiley333
positive	ohje ... ich wünschen du gut Besserung ! und bitten versuchen nie aufgeben %PosSmiley333 %PosSmiley %PosSmiley Hdsmdl %PosSmiley
neutral	DTN Germany : wie sehen er aus ? kommen Harry allein ? - die wichtig Faktum zu Taufe von Prinz George : sein ...
neutral	neu Westfälische ( Bielefeld ): Kommentar die Syrien - Konflikt spalten die alt Weste|Westen diplomatisch Desaster ...
neutral	eindeutig mehrdeutig !
neutral	6000 EUR für eine Kamera . aus die öffentlich Kasse . sportlich CSU - hassknechten
neutral	toll : Flaticon : fast @card@ kostenlos Vektor - Icons zu Download %Link via %User
neutral	die Frage scheinen nach die Video berechtigen : was iOS 7 created in Microsoft Word ? %Link %PosSmiley
neutral	Unverbesserliche .
positive	"Helfer und Altmann verlassen Gelände : "" wir können wenigstens noch lachen "" - Abendzeitung Mün ... %Link München Munich"
negative	"Nein , ich wollen darauf hinaus , dass Mensch ihr Handeln reflektieren und planen können . Aufschrei"
neutral	"Luis Suarez erklären heute in Interview mit %User &amp; %User , dass er Liverpool für Arsenal verlassen wollen . LFC AFC"
neutral	Champions League : Fenerbahçe treffen heute in Rückspiel auf red Bull Salzburg : in die dritt ...
neutral	"All - außer gewöhnlich , ich sein keine Wohnung : @card@ Euro / Miete 2 Zimmer , 83 m² @card@ Nürnberg ( Nürnberg ) wo ..."
neutral	so sein die Piratenleben eben . Ho Ho Ho . und eine Buddel voll Rum rumgate
neutral	"die Zeitplan fürs %User ( @card@ . / @card@ . 13. und a. mit Björk , Blur , Pet Shop Boy &amp; Co ) sein nun online :"
negative	"Aaaaaaarw , wieso müssen dad so heiß %PosSmiley"
neutral	"Patient M. : "" ich sein skeptisch . Schneider haben keine Bundesliga - Erfahrung . er kennen aber die Verein . die Jugend eine Chance geben ! """
neutral	"Hast du was , sein du was . haben du nüscht , sein du Künstler ."
neutral	Haarspray funktionieren mit alle Haar
negative	%User vielleicht können Sie Schäuble mal mit sein Griechenland - Aussage von @card@ . 12 in berlindirekt konfrontieren ?
positive	" mögen du , Sarah , die Song ' papaoutai ' lieben und ehren bis ans enden dein tagen ..?  - "" ja ich wollen ! "" ♥"
positive	hier auch noch die Donkey Kong Country : Tropical Freeze Boxart aus die USA . auch recht schick .
neutral	Fehlermeldung : keine Leserrecht . möglich Ursache : SELinux . Lösung : Kill it with fire !
neutral	Geduld verlieren : nach erneut Verlust müssen Vestas - Chef Engel gehen %Link Wind
